"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
2749.00,"020003","Present weather","159","Reserved",,,,"Operational"
2750.00,"020003","Present weather","160","RAIN",,,,"Operational"
2751.00,"020003","Present weather","161","Rain, not freezing, slight",,,,"Operational"
2752.00,"020003","Present weather","162","Rain, not freezing, moderate",,,,"Operational"
2753.00,"020003","Present weather","163","Rain, not freezing, heavy",,,,"Operational"
2754.00,"020003","Present weather","164","Rain, freezing, slight",,,,"Operational"
2755.00,"020003","Present weather","165","Rain, freezing, moderate",,,,"Operational"
2756.00,"020003","Present weather","166","Rain, freezing, heavy",,,,"Operational"
2757.00,"020003","Present weather","167","Rain (or drizzle) and snow, slight",,,,"Operational"
2758.00,"020003","Present weather","168","Rain (or drizzle) and snow, moderate or heavy",,,,"Operational"
2759.00,"020003","Present weather","169","Reserved",,,,"Operational"
2760.00,"020003","Present weather","170","SNOW",,,,"Operational"
2761.00,"020003","Present weather","171","Snow, slight",,,,"Operational"
2762.00,"020003","Present weather","172","Snow, moderate",,,,"Operational"
2763.00,"020003","Present weather","173","Snow, heavy",,,,"Operational"
2764.00,"020003","Present weather","174","Ice pellets, slight",,,,"Operational"
2765.00,"020003","Present weather","175","Ice pellets, moderate",,,,"Operational"
2766.00,"020003","Present weather","176","Ice pellets, heavy",,,,"Operational"
2767.00,"020003","Present weather","177","Snow grains",,,,"Operational"
2768.00,"020003","Present weather","178","Ice crystals",,,,"Operational"
2769.00,"020003","Present weather","179","Reserved",,,,"Operational"
2770.00,"020003","Present weather","180","SHOWER(S) OR INTERMITTENT PRECIPITATION",,,,"Operational"
2771.00,"020003","Present weather","181","Rain shower(s) or intermittent rain, slight",,,,"Operational"
2772.00,"020003","Present weather","182","Rain shower(s) or intermittent rain, moderate",,,,"Operational"
2773.00,"020003","Present weather","183","Rain shower(s) or intermittent rain, heavy",,,,"Operational"
2774.00,"020003","Present weather","184","Rain shower(s) or intermittent rain, violent",,,,"Operational"
2775.00,"020003","Present weather","185","Snow shower(s) or intermittent snow, slight",,,,"Operational"
2776.00,"020003","Present weather","186","Snow shower(s) or intermittent snow, moderate",,,,"Operational"
2777.00,"020003","Present weather","187","Snow shower(s) or intermittent snow, heavy",,,,"Operational"
2778.00,"020003","Present weather","188","Reserved",,,,"Operational"
2779.00,"020003","Present weather","189","Hail",,,,"Operational"
2780.00,"020003","Present weather","190","THUNDERSTORM",,,,"Operational"
2781.00,"020003","Present weather","191","Thunderstorm, slight or moderate, with no precipitation",,,,"Operational"
2782.00,"020003","Present weather","192","Thunderstorm, slight or moderate, with rain showers and/or snow showers",,,,"Operational"
2783.00,"020003","Present weather","193","Thunderstorm, slight or moderate, with hail",,,,"Operational"
2784.00,"020003","Present weather","194","Thunderstorm, heavy, with no precipitation",,,,"Operational"
2785.00,"020003","Present weather","195","Thunderstorm, heavy, with rain showers and/or snow showers",,,,"Operational"
2786.00,"020003","Present weather","196","Thunderstorm, heavy, with hail",,,,"Operational"
2787.00,"020003","Present weather","197-198","Reserved",,,,"Operational"
2788.00,"020003","Present weather","199","Tornado",,,,"Operational"
2789.00,"020003","Present weather",,"Present weather (in addition to present weather report from either a manned or an automatic station)",,,,"Operational"
2790.00,"020003","Present weather",,"Deciles 200-209",,,,"Operational"
2791.00,"020003","Present weather","200-203","Not used",,,,"Operational"
2792.00,"020003","Present weather","204","Volcanic ash suspended in the air aloft",,,,"Operational"
2793.00,"020003","Present weather","205","Not used",,,,"Operational"
2794.00,"020003","Present weather","206","Thick dust haze, visibility less than 1 km",,,,"Operational"
2795.00,"020003","Present weather","207","Blowing spray at the station",,,,"Operational"
2796.00,"020003","Present weather","208","Drifting dust (sand)",,,,"Operational"
2797.00,"020003","Present weather","209","Wall of dust or sand in distance (like haboob)",,,,"Operational"
2798.00,"020003","Present weather",,"Deciles 210-219",,,,"Operational"
2799.00,"020003","Present weather","210","Snow haze",,,,"Operational"
2800.00,"020003","Present weather","211","Whiteout",,,,"Operational"
2801.00,"020003","Present weather","212","Not used",,,,"Operational"
2802.00,"020003","Present weather","213","Lightning, cloud to surface",,,,"Operational"
2803.00,"020003","Present weather","214-216","Not used",,,,"Operational"
2804.00,"020003","Present weather","217","Dry thunderstorm",,,,"Operational"
2805.00,"020003","Present weather","218","Not used",,,,"Operational"
2806.00,"020003","Present weather","219","Tornado cloud (destructive) at or within sight of the station during preceding hour or at the time of observation",,,,"Operational"
2807.00,"020003","Present weather",,"Deciles 220-229",,,,"Operational"
2808.00,"020003","Present weather","220","Deposition of volcanic ash",,,,"Operational"
2809.00,"020003","Present weather","221","Deposition of dust or sand",,,,"Operational"
2810.00,"020003","Present weather","222","Deposition of dew",,,,"Operational"
2811.00,"020003","Present weather","223","Deposition of wet snow",,,,"Operational"
2812.00,"020003","Present weather","224","Deposition of soft rime",,,,"Operational"
2813.00,"020003","Present weather","225","Deposition of hard rime",,,,"Operational"
2814.00,"020003","Present weather","226","Deposition of hoar frost",,,,"Operational"
2815.00,"020003","Present weather","227","Deposition of glaze",,,,"Operational"
2816.00,"020003","Present weather","228","Deposition of ice crust (ice slick)",,,,"Operational"
2817.00,"020003","Present weather","229","Not used",,,,"Operational"
2818.00,"020003","Present weather",,"Deciles 230-239",,,,"Operational"
2819.00,"020003","Present weather","230","Duststorm or sandstorm with temperature below 0 °C",,,,"Operational"
2820.00,"020003","Present weather","231-238","Not used",,,,"Operational"
2821.00,"020003","Present weather","239","Blowing snow, impossible to determine whether snow is falling or not",,,,"Operational"
2822.00,"020003","Present weather",,"Deciles 240-249",,,,"Operational"
2823.00,"020003","Present weather","240","Not used",,,,"Operational"
2824.00,"020003","Present weather","241","Fog on sea",,,,"Operational"
2825.00,"020003","Present weather","242","Fog in valleys",,,,"Operational"
2826.00,"020003","Present weather","243","Arctic or Antarctic sea smoke",,,,"Operational"
2827.00,"020003","Present weather","244","Steam fog (sea, lake or river)",,,,"Operational"
2828.00,"020003","Present weather","245","Steam log (land)",,,,"Operational"
2829.00,"020003","Present weather","246","Fog over ice or snow cover",,,,"Operational"
2830.00,"020003","Present weather","247","Dense fog, visibility 60-90 m",,,,"Operational"
2831.00,"020003","Present weather","248","Dense fog, visibility 30-60 m",,,,"Operational"
2832.00,"020003","Present weather","249","Dense fog, visibility less than 30 m",,,,"Operational"
2833.00,"020003","Present weather",,"Deciles 250-259",,,,"Operational"
2834.00,"020003","Present weather","250","Drizzle, rate of fall - less than 0.10 mm h-1",,,,"Operational"
2835.00,"020003","Present weather","251","Drizzle, rate of fall - 0.10-0.19 mm h-1",,,,"Operational"
2836.00,"020003","Present weather","252","Drizzle, rate of fall - 0.20-0.39 mm h-1",,,,"Operational"
2837.00,"020003","Present weather","253","Drizzle, rate of fall - 0.40-0.79 mm h-1",,,,"Operational"
2838.00,"020003","Present weather","254","Drizzle, rate of fall - 0.80-1.59 mm h-1",,,,"Operational"
2839.00,"020003","Present weather","255","Drizzle, rate of fall - 1.60-3.19 mm h-1",,,,"Operational"
2840.00,"020003","Present weather","256","Drizzle, rate of fall - 3.20-6.39 mm h-1",,,,"Operational"
2841.00,"020003","Present weather","257","Drizzle, rate of fall - 6.4 mm h-1 or more",,,,"Operational"
2842.00,"020003","Present weather","258","Not used",,,,"Operational"
2843.00,"020003","Present weather","259","Drizzle and snow",,,,"Operational"
2844.00,"020003","Present weather",,"Deciles 260-269",,,,"Operational"
2845.00,"020003","Present weather","260","Rain, rate of fall - less than 1.0 mm h-1",,,,"Operational"
2846.00,"020003","Present weather","261","Rain, rate of fall - 1.0-1.9 mm h-1",,,,"Operational"
2847.00,"020003","Present weather","262","Rain, rate of fall - 2.0-3.9 mm h-1",,,,"Operational"
2848.00,"020003","Present weather","263","Rain, rate of fall - 4.0-7.9 mm h-1",,,,"Operational"
2849.00,"020003","Present weather","264","Rain, rate of fall - 8.0-15.9 mm h-1",,,,"Operational"
2850.00,"020003","Present weather","265","Rain, rate of fall - 16.0-31.9 mm h-1",,,,"Operational"
2851.00,"020003","Present weather","266","Rain, rate of fall - 32.0-63.9 mm h-1",,,,"Operational"
2852.00,"020003","Present weather","267","Rain, rate of fall - 64.0 mm h-1 or more",,,,"Operational"
2853.00,"020003","Present weather","268-269","Not used",,,,"Operational"
2854.00,"020003","Present weather",,"Deciles 270-279",,,,"Operational"
2855.00,"020003","Present weather","270","Snow, rate of fall - less than 1.0 cm h-1",,,,"Operational"
2856.00,"020003","Present weather","271","Snow, rate of fall - 1.0-1.9 cm h-1",,,,"Operational"
2857.00,"020003","Present weather","272","Snow, rate of fall - 2.0-3.9 cm h-1",,,,"Operational"
2858.00,"020003","Present weather","273","Snow, rate of fall - 4.0-7.9 cm h-1",,,,"Operational"
2859.00,"020003","Present weather","274","Snow, rate of fall - 8.0-15.9 cm h-1",,,,"Operational"
2860.00,"020003","Present weather","275","Snow, rate of fall - 16.0-31.9 cm h-1",,,,"Operational"
2861.00,"020003","Present weather","276","Snow, rate of fall - 32.0-63.9 cm h-1",,,,"Operational"
2862.00,"020003","Present weather","277","Snow, rate of fall - 64.0 cm h-1 or more",,,,"Operational"
2863.00,"020003","Present weather","278","Snow or ice crystal precipitation from a clear sky",,,,"Operational"
2864.00,"020003","Present weather","279","Wet snow, freezing on contact",,,,"Operational"
2865.00,"020003","Present weather",,"Deciles 280-299",,,,"Operational"
2866.00,"020003","Present weather","280","Precipitation of rain",,,,"Operational"
2867.00,"020003","Present weather","281","Precipitation of rain, freezing",,,,"Operational"
2868.00,"020003","Present weather","282","Precipitation of rain and snow mixed",,,,"Operational"
2869.00,"020003","Present weather","283","Precipitation of snow",,,,"Operational"
2870.00,"020003","Present weather","284","Precipitation of snow pellets or small hall",,,,"Operational"
2871.00,"020003","Present weather","285","Precipitation of snow pellets or small hail, with rain",,,,"Operational"
2872.00,"020003","Present weather","286","Precipitation of snow pellets or small hail, with rain and snow mixed",,,,"Operational"
2873.00,"020003","Present weather","287","Precipitation of snow pellets or small hail, with snow",,,,"Operational"
2874.00,"020003","Present weather","288","Precipitation of hail",,,,"Operational"
2875.00,"020003","Present weather","289","Precipitation of hail, with rain",,,,"Operational"
2876.00,"020003","Present weather","290","Precipitation of hall, with rain and snow mixed",,,,"Operational"
2877.00,"020003","Present weather","291","Precipitation of hail, with snow",,,,"Operational"
2878.00,"020003","Present weather","292","Shower(s) or thunderstorm over sea",,,,"Operational"
2879.00,"020003","Present weather","293","Shower(s) or thunderstorm over mountains",,,,"Operational"
2880.00,"020003","Present weather","294-299","Not used",,,,"Operational"
2881.00,"020003","Present weather","300-507","Reserved",,,,"Operational"
2882.00,"020003","Present weather","508","No significant phenomenon to report, present and past weather omitted",,,,"Operational"
2883.00,"020003","Present weather","509","No observation, data not available, present and past weather omitted",,,,"Operational"
2884.00,"020003","Present weather","510","Present and past weather missing, but expected",,,,"Operational"
2885.00,"020003","Present weather","511","Missing value",,,,"Operational"
2886.00,"020004","Past weather (1)","0","Cloud covering 1/2 or less of the sky throughout the appropriate period",,,,"Operational"
2887.00,"020004","Past weather (1)","1","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period",,,,"Operational"
2888.00,"020004","Past weather (1)","2","Cloud covering more than 1/2 of the sky throughout the appropriate period",,,,"Operational"
2889.00,"020004","Past weather (1)","3","Sandstorm, duststorm or blowing snow",,,,"Operational"
2890.00,"020004","Past weather (1)","4","Fog or ice fog or thick haze",,,,"Operational"
2891.00,"020004","Past weather (1)","5","Drizzle",,,,"Operational"
2892.00,"020004","Past weather (1)","6","Rain",,,,"Operational"
2893.00,"020004","Past weather (1)","7","Snow, or rain and snow mixed",,,,"Operational"
2894.00,"020004","Past weather (1)","8","Shower(s)",,,,"Operational"
2895.00,"020004","Past weather (1)","9","Thunderstorm(s) with or without precipitation",,,,"Operational"
2896.00,"020004","Past weather (1)","10","No significant weather observed",,,,"Operational"
2897.00,"020004","Past weather (1)","11","VISIBILITY REDUCED (see Note)",,,,"Operational"
2898.00,"020004","Past weather (1)","12","Blowing phenomena, visibility reduced",,,,"Operational"
2899.00,"020004","Past weather (1)","13","FOG (see Note)",,,,"Operational"
2900.00,"020004","Past weather (1)","14","PRECIPITATION (see Note)",,,,"Operational"
2901.00,"020004","Past weather (1)","15","Drizzle",,,,"Operational"
2902.00,"020004","Past weather (1)","16","Rain",,,,"Operational"
2903.00,"020004","Past weather (1)","17","Snow or ice pellets",,,,"Operational"
2904.00,"020004","Past weather (1)","18","Showers or intermittent precipitation",,,,"Operational"
2905.00,"020004","Past weather (1)","19","Thunderstorm",,,,"Operational"
2906.00,"020004","Past weather (1)","20-30","Reserved",,,,"Operational"
2907.00,"020004","Past weather (1)","31","Missing value",,,,"Operational"
2908.00,"020005","Past weather (2)","0","Cloud covering 1/2 or less of the sky throughout the appropriate period",,,,"Operational"
2909.00,"020005","Past weather (2)","1","Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period",,,,"Operational"
2910.00,"020005","Past weather (2)","2","Cloud covering more than 1/2 of the sky throughout the appropriate period",,,,"Operational"
2911.00,"020005","Past weather (2)","3","Sandstorm, duststorm or blowing snow",,,,"Operational"
2912.00,"020005","Past weather (2)","4","Fog or ice fog or thick haze",,,,"Operational"
2913.00,"020005","Past weather (2)","5","Drizzle",,,,"Operational"
2914.00,"020005","Past weather (2)","6","Rain",,,,"Operational"
2915.00,"020005","Past weather (2)","7","Snow, or rain and snow mixed",,,,"Operational"
2916.00,"020005","Past weather (2)","8","Shower(s)",,,,"Operational"
2917.00,"020005","Past weather (2)","9","Thunderstorm(s) with or without precipitation",,,,"Operational"
2918.00,"020005","Past weather (2)","10","No significant weather observed",,,,"Operational"
2919.00,"020005","Past weather (2)","11","VISIBILITY REDUCED (see Note)",,,,"Operational"
2920.00,"020005","Past weather (2)","12","Blowing phenomena, visibility reduced",,,,"Operational"
2921.00,"020005","Past weather (2)","13","FOG (see Note)",,,,"Operational"
2922.00,"020005","Past weather (2)","14","PRECIPITATION (see Note)",,,,"Operational"
2923.00,"020005","Past weather (2)","15","Drizzle",,,,"Operational"
2924.00,"020005","Past weather (2)","16","Rain",,,,"Operational"
2925.00,"020005","Past weather (2)","17","Snow or ice pellets",,,,"Operational"
2926.00,"020005","Past weather (2)","18","Showers or intermittent precipitation",,,,"Operational"
2927.00,"020005","Past weather (2)","19","Thunderstorm",,,,"Operational"
2928.00,"020005","Past weather (2)","20-30","Reserved",,,,"Operational"
2929.00,"020005","Past weather (2)","31","Missing value",,,,"Operational"
2930.00,"020006","Flight rules","0","Low instrument flight rules - Ceiling < 500 feet and/or visibility < 1 mile",,,,"Operational"
2931.00,"020006","Flight rules","1","Instrument flight rules - Ceiling < 1000 feet and/or visibility < 3 miles",,,,"Operational"
2932.00,"020006","Flight rules","2","Marginal visual flight rules - 1000 feet <= Ceiling < 3000 feet and/or 3 miles <= visibility < 5 miles",,,,"Operational"
2933.00,"020006","Flight rules","3","Visual flight rules - Ceiling => 3000 feet and/or visibility => 5 miles",,,,"Operational"
2934.00,"020006","Flight rules","4-6","Reserved",,,,"Operational"
2935.00,"020006","Flight rules","7","Missing value",,,,"Operational"
2936.00,"020008","Cloud distribution for aviation","0","Sky clear",,,,"Operational"
2937.00,"020008","Cloud distribution for aviation","1","Few",,,,"Operational"
2938.00,"020008","Cloud distribution for aviation","2","Scattered",,,,"Operational"
2939.00,"020008","Cloud distribution for aviation","3","Broken",,,,"Operational"
2940.00,"020008","Cloud distribution for aviation","4","Overcast",,,,"Operational"
2941.00,"020008","Cloud distribution for aviation","5","Reserved",,,,"Operational"
2942.00,"020008","Cloud distribution for aviation","6","Scattered/broken","(Many forecasts use scattered/broken or broken/overcast followed by cloud type(s))",,,"Operational"
2943.00,"020008","Cloud distribution for aviation","7","Broken/overcast","(Many forecasts use scattered/broken or broken/overcast followed by cloud type(s))",,,"Operational"
2944.00,"020008","Cloud distribution for aviation","8","Isolated","(Used on aviation charts to describe the cloud type Cb)",,,"Operational"
2945.00,"020008","Cloud distribution for aviation","9","Isolated embedded","(Used on aviation charts to describe the cloud type Cb)",,,"Operational"
2946.00,"020008","Cloud distribution for aviation","10","Occasional","(Used on aviation charts to describe the cloud type Cb)",,,"Operational"
2947.00,"020008","Cloud distribution for aviation","11","Occasional embedded","(Used on aviation charts to describe the cloud type Cb)",,,"Operational"
2948.00,"020008","Cloud distribution for aviation","12","Frequent","(Used on aviation charts to describe the cloud type Cb)",,,"Operational"
2949.00,"020008","Cloud distribution for aviation","13","Dense","(Used on aviation charts to describe cloud that would cause sudden changes in visibility (less than 1 000 m))",,,"Operational"
2950.00,"020008","Cloud distribution for aviation","14","Layers",,,,"Operational"
2951.00,"020008","Cloud distribution for aviation","15","Obscured (OBSC)",,,,"Operational"
2952.00,"020008","Cloud distribution for aviation","16","Embedded (EMBD)",,,,"Operational"
2953.00,"020008","Cloud distribution for aviation","17","Frequent embedded",,,,"Operational"
2954.00,"020008","Cloud distribution for aviation","18-30","Reserved",,,,"Operational"
2955.00,"020008","Cloud distribution for aviation","31","Missing value",,,,"Operational"
2956.00,"020009","General weather indicator (TAF/METAR)","0","Reserved",,,,"Operational"
2957.00,"020009","General weather indicator (TAF/METAR)","1","NSC Nil Significant Cloud",,,,"Operational"
2958.00,"020009","General weather indicator (TAF/METAR)","2","CAVOK",,,,"Operational"
2959.00,"020009","General weather indicator (TAF/METAR)","3","SKC Sky Clear",,,,"Operational"
2960.00,"020009","General weather indicator (TAF/METAR)","4","NSW Nil Significant Weather",,,,"Operational"
2961.00,"020009","General weather indicator (TAF/METAR)","5-14","Reserved",,,,"Operational"
2962.00,"020009","General weather indicator (TAF/METAR)","15","Missing value",,,,"Operational"
2963.00,"020011","Cloud amount","0","0","0",,,"Operational"
2964.00,"020011","Cloud amount","1","1 okta or less, but not zero","1/10 or less, but not zero",,,"Operational"
2965.00,"020011","Cloud amount","2","2 oktas","2/10 - 3/10",,,"Operational"
2966.00,"020011","Cloud amount","3","3 oktas","4/10",,,"Operational"
2967.00,"020011","Cloud amount","4","4 oktas","5/10",,,"Operational"
2968.00,"020011","Cloud amount","5","5 oktas","6/10",,,"Operational"
2969.00,"020011","Cloud amount","6","6 oktas","7/10 - 8/10",,,"Operational"
2970.00,"020011","Cloud amount","7","7 oktas or more, but not 8 oktas","9/10 or more, but not 10/10",,,"Operational"
2971.00,"020011","Cloud amount","8","8 oktas","10/10",,,"Operational"
2972.00,"020011","Cloud amount","9","Sky obscured by fog and/or other meteorological phenomena",,,,"Operational"
2973.00,"020011","Cloud amount","10","Sky partially obscured by fog and/or other meteorological phenomena",,,,"Operational"
2974.00,"020011","Cloud amount","11","Scattered",,,,"Operational"
2975.00,"020011","Cloud amount","12","Broken",,,,"Operational"
2976.00,"020011","Cloud amount","13","Few",,,,"Operational"
2977.00,"020011","Cloud amount","14","Reserved",,,,"Operational"
2978.00,"020011","Cloud amount","15","Cloud cover is indiscernible for reasons other than fog or other meteorological phenomena, or observation is not made",,,,"Operational"
2979.00,"020012","Cloud type","0","Cirrus (Ci)",,,,"Operational"
2980.00,"020012","Cloud type","1","Cirrocumulus (Cc)",,,,"Operational"
2981.00,"020012","Cloud type","2","Cirrostratus (Cs)",,,,"Operational"
2982.00,"020012","Cloud type","3","Altocumulus (Ac)",,,,"Operational"
2983.00,"020012","Cloud type","4","Altostratus (As)",,,,"Operational"
2984.00,"020012","Cloud type","5","Nimbostratus (Ns)",,,,"Operational"
2985.00,"020012","Cloud type","6","Stratocumulus (Sc)",,,,"Operational"
2986.00,"020012","Cloud type","7","Stratus (St)",,,,"Operational"
2987.00,"020012","Cloud type","8","Cumulus (Cu)",,,,"Operational"
2988.00,"020012","Cloud type","9","Cumulonimbus (Cb)",,,,"Operational"
2989.00,"020012","Cloud type","10","No CH clouds",,,,"Operational"
2990.00,"020012","Cloud type","11","Cirrus fibratus, sometimes uncinus, not progressively invading the sky",,,,"Operational"
2991.00,"020012","Cloud type","12","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus",,,,"Operational"
2992.00,"020012","Cloud type","13","Cirrus spissatus cumulonimbogenitus",,,,"Operational"
2993.00,"020012","Cloud type","14","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole",,,,"Operational"
2994.00,"020012","Cloud type","15","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon",,,,"Operational"
2995.00,"020012","Cloud type","16","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively Invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered",,,,"Operational"
2996.00,"020012","Cloud type","17","Cirrostratus covering the whole sky",,,,"Operational"
2997.00,"020012","Cloud type","18","Cirrostratus not progressively invading the sky and not entirely covering it",,,,"Operational"
2998.00,"020012","Cloud type","19","Cirrocumulus alone, or Cirrocumulus predominant among the CH clouds",,,,"Operational"
2999.00,"020012","Cloud type","20","No CM clouds",,,,"Operational"
3000.00,"020012","Cloud type","21","Altostratus translucidus",,,,"Operational"
3001.00,"020012","Cloud type","22","Altostratus opacus or Nimbostratus",,,,"Operational"
3002.00,"020012","Cloud type","23","Altocumulus translucidus at a single level",,,,"Operational"
3003.00,"020012","Cloud type","24","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels",,,,"Operational"
3004.00,"020012","Cloud type","25","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole",,,,"Operational"
3005.00,"020012","Cloud type","26","Altocumulus cumulogenitus (or cumulonimbogenitus)",,,,"Operational"
3006.00,"020012","Cloud type","27","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus",,,,"Operational"
3007.00,"020012","Cloud type","28","Altocumulus castellanus or floccus",,,,"Operational"
3008.00,"020012","Cloud type","29","Altocumulus of a chaotic sky, generally at several levels",,,,"Operational"
3009.00,"020012","Cloud type","30","No CL clouds",,,,"Operational"
3010.00,"020012","Cloud type","31","Cumulus humilis or Cumulus fractus other than of bad weather,* or both",,,,"Operational"
3011.00,"020012","Cloud type","32","Cumulus mediocris or congestus, Towering cumulus (TCU), with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level",,,,"Operational"
3012.00,"020012","Cloud type","33","Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus",,,,"Operational"
3013.00,"020012","Cloud type","34","Stratocumulus cumulogenitus",,,,"Operational"
3014.00,"020012","Cloud type","35","Stratocumulus other than Stratocumulus cumulogenitus",,,,"Operational"
3015.00,"020012","Cloud type","36","Stratus nebulosus or Stratus fractus other than of bad weather,* or both",,,,"Operational"
3016.00,"020012","Cloud type","37","Stratus fractus or Cumulus fractus of bad weather,* or both (pannus), usually below Altostratus or Nimbostratus",,,,"Operational"
3017.00,"020012","Cloud type","38","Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels",,,,"Operational"
3018.00,"020012","Cloud type","39","Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus",,,,"Operational"
3019.00,"020012","Cloud type","40","CH",,,,"Operational"
3020.00,"020012","Cloud type","41","CM",,,,"Operational"
3021.00,"020012","Cloud type","42","CL",,,,"Operational"
3022.00,"020012","Cloud type","43-58","Reserved",,,,"Operational"
3023.00,"020012","Cloud type","59","Cloud not visible owing to darkness, fog, duststorm, sandstorm, or other analogous phenomena",,,,"Operational"
3024.00,"020012","Cloud type","60","CH clouds invisible owing to darkness, fog, blowing dust or sand, or other similar phenomena, or because of a continuous layer of lower clouds",,,,"Operational"
3025.00,"020012","Cloud type","61","CM clouds invisible owing to darkness, fog, blowing dust or sand, or other similar phenomena, or because of continuous layer of lower clouds",,,,"Operational"
3026.00,"020012","Cloud type","62","CL clouds invisible owing to darkness, fog, blowing dust or sand, or other similar phenomena",,,,"Operational"
3027.00,"020012","Cloud type","63","Missing value",,,,"Operational"
3028.00,"020017","Cloud top description","0","Isolated cloud fragments of clouds",,,,"Operational"
3029.00,"020017","Cloud top description","1","Continuous cloud","flat tops",,,"Operational"
3030.00,"020017","Cloud top description","2","Broken cloud - small breaks","flat tops",,,"Operational"
3031.00,"020017","Cloud top description","3","Broken cloud - large breaks","flat tops",,,"Operational"
3032.00,"020017","Cloud top description","4","Continuous cloud","undulating tops",,,"Operational"
3033.00,"020017","Cloud top description","5","Broken cloud - small breaks","undulating tops",,,"Operational"
3034.00,"020017","Cloud top description","6","Broken cloud - large breaks","undulating tops",,,"Operational"
3035.00,"020017","Cloud top description","7","Continuous or almost continuous waves with towering clouds above the top of the layer",,,,"Operational"
3036.00,"020017","Cloud top description","8","Groups of waves with towering clouds above the top of the layer",,,,"Operational"
3037.00,"020017","Cloud top description","9","Two or more layers at different levels",,,,"Operational"
3038.00,"020017","Cloud top description","10-14","Reserved",,,,"Operational"
3039.00,"020017","Cloud top description","15","Missing value",,,,"Operational"
3040.00,"020018","Tendency of runway visual range","0","Increasing (U)",,,,"Operational"
3041.00,"020018","Tendency of runway visual range","1","Decreasing (D)",,,,"Operational"
3042.00,"020018","Tendency of runway visual range","2","No distinct change (N)",,,,"Operational"
3043.00,"020018","Tendency of runway visual range","3","Missing value",,,,"Operational"
3044.00,"020021","Type of precipitation","1","Precipitation - unknown type",,,,"Operational"
3045.00,"020021","Type of precipitation","2","Liquid precipitation not freezing",,,,"Operational"
3046.00,"020021","Type of precipitation","3","Liquid freezing precipitation",,,,"Operational"
3047.00,"020021","Type of precipitation","4","Drizzle",,,,"Operational"
3048.00,"020021","Type of precipitation","5","Rain",,,,"Operational"
3049.00,"020021","Type of precipitation","6","Solid precipitation",,,,"Operational"
3050.00,"020021","Type of precipitation","7","Snow",,,,"Operational"
3051.00,"020021","Type of precipitation","8","Snow grains",,,,"Operational"
3052.00,"020021","Type of precipitation","9","Snow pellets",,,,"Operational"
3053.00,"020021","Type of precipitation","10","Ice pellets",,,,"Operational"
3054.00,"020021","Type of precipitation","11","Ice crystals",,,,"Operational"
3055.00,"020021","Type of precipitation","12","Diamond dust",,,,"Operational"
3056.00,"020021","Type of precipitation","13","Small hail",,,,"Operational"
3057.00,"020021","Type of precipitation","14","Hail",,,,"Operational"
3058.00,"020021","Type of precipitation","15","Glaze",,,,"Operational"
3059.00,"020021","Type of precipitation","16","Rime",,,,"Operational"
3060.00,"020021","Type of precipitation","17","Soft rime",,,,"Operational"
3061.00,"020021","Type of precipitation","18","Hard rime",,,,"Operational"
3062.00,"020021","Type of precipitation","19","Clear ice",,,,"Operational"
3063.00,"020021","Type of precipitation","20","Wet snow",,,,"Operational"
3064.00,"020021","Type of precipitation","21","Hoar frost",,,,"Operational"
3065.00,"020021","Type of precipitation","22","Dew",,,,"Operational"
3066.00,"020021","Type of precipitation","23","White dew",,,,"Operational"
3067.00,"020021","Type of precipitation","24-29","Reserved",,,,"Operational"
3068.00,"020021","Type of precipitation","All 30","Missing value",,,,"Operational"
3069.00,"020022","Character of precipitation","0","No precipitation",,,,"Operational"
3070.00,"020022","Character of precipitation","1","Continuous",,,,"Operational"
3071.00,"020022","Character of precipitation","2","Intermittent",,,,"Operational"
3072.00,"020022","Character of precipitation","3","Shower",,,,"Operational"
3073.00,"020022","Character of precipitation","4","Not reaching ground",,,,"Operational"
3074.00,"020022","Character of precipitation","5","Deposition",,,,"Operational"
3075.00,"020022","Character of precipitation","6-14","Reserved",,,,"Operational"
3076.00,"020022","Character of precipitation","15","Missing value",,,,"Operational"
