Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,012188,Interpolated 23.8 GHz brightness T from MWR,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,012189,Interpolated 36.5 GHz brightness T from MWR,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002158,RA-2 instrument,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,002159,MWR instrument,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,033052,S band ocean retracking quality,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,033053,Ku band ocean retracking quality,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021143,Ku band rain attenuation,,,,Operational,
12,Single level report sequences (satellite data),312052,(RA2 - radar altimeter-2),,021144,Altimeter rain flag,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,001096,Station acquisition,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,008075,Ascending/descending orbit qualifier,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,001012,Direction of motion of moving observing platform,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201131,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,001013,Speed of motion of moving observing platform,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,010032,Satellite distance to Earth's centre,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,010033,Altitude (platform to ellipsoid),,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,010034,Earth's radius,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,007002,Height or altitude,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,008012,Land/sea qualifier,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025110,Image processing summary,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025111,Number of input data gaps,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025102,Number of missing lines excluding data gaps,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,002104,Antenna polarization,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025103,Number of directional bins,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025104,Number of wavelength bins,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025105,First directional bin,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025106,Directional bin step,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025107,First wavelength bin,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025108,Last wavelength bin,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,011001,Wind direction,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,011002,Wind speed,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,022160,Normalized inverse wave age,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025138,Average signal-to-noise ratio,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201130,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,202129,Change scale,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,022021,Height of waves,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,033048,Confidence measure of SAR inversion,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,033049,Confidence measure of wind retrieval,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,002026,Cross-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,002027,Along-track resolution,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,021130,Spectrum total energy,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,021131,Spectrum max energy,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,021132,Direction of spectrum max on higher resolution grid,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,021133,Wavelength of spectrum max on higher resolution grid,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,025014,Azimuth clutter cut-off,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,106036,Replicate 6 descriptors 36 times,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,005030,Direction (spectral),,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,104024,Replicate 4 descriptors 24 times,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201130,Change data width,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,006030,Wave number (spectral),,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,022161,Wave spectra,,,,Operational,
12,Single level report sequences (satellite data),312053,(Ocean wave spectra),,033044,ASAR quality information,,,,Operational,
12,Single level report sequences (satellite data),312055,(ASCAT level 1b cell information),,005033,Pixel size on horizontal - 1,,,,Operational,
12,Single level report sequences (satellite data),312055,(ASCAT level 1b cell information),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312055,(ASCAT level 1b cell information),,006034,Cross-track cell number,,,,Operational,
12,Single level report sequences (satellite data),312055,(ASCAT level 1b cell information),,010095,Height of atmosphere used,,,,Operational,
12,Single level report sequences (satellite data),312055,(ASCAT level 1b cell information),,021157,Loss per unit length of atmosphere used,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,025060,Software identification,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,001032,Generating application,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,011082,Model wind speed at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,011081,Model wind direction at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,020095,Ice probability,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,020096,"Ice age (""A"" parameter)",,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,021155,Wind vector cell quality,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,201133,Change data width,Increase data width by 5 bits,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,021101,Number of vector ambiguities,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,021102,Index of selected wind vector,,,,Operational,
12,Single level report sequences (satellite data),312056,(Scatterometer wind cell information),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,201130,Change data width,Increase data width by 2 bits,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,202129,Change scale,Increase scaling by 10**1,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,011012,Wind speed at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,201131,Change data width,Increase data width by 3 bits,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,202129,Change scale,Increase scaling by 10**1,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,011011,Wind direction at 10 m,,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,202000,Change scale,Cancel,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,021156,Backscatter distance,,,,Operational,
12,Single level report sequences (satellite data),312057,(Ambiguous wind data),,021104,Likelihood computed for solution,,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,301125,ASCAT header information,,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,312055,ASCAT level 1b cell information,,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,021150,Beam co-location,,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,101003,Replicate 1 descriptor 3 times,,,,Operational,
12,Single level report sequences (satellite data),312058,(ASCAT level 1b data),,321030,ASCAT sigma-0 information,,,,Operational,
12,Single level report sequences (satellite data),312059,(Scatterometer wind data),,312056,Scatterometer wind cell information,,,,Operational,
12,Single level report sequences (satellite data),312059,(Scatterometer wind data),,101000,Delayed replication of 1 descriptor,,,,Operational,
12,Single level report sequences (satellite data),312059,(Scatterometer wind data),,031001,Delayed descriptor replication factor,,,,Operational,
12,Single level report sequences (satellite data),312059,(Scatterometer wind data),,312057,(Ambiguous wind data),,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,025060,Software identification,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,025062,Database identification,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040001,Surface soil moisture (ms),,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040002,Estimated error in surface soil moisture,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021062,Backscatter,Extrapolated backscatter at 40 deg incidence angle (sigma0_40),,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021151,Estimated error in sigma-0 at 40 degrees incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021152,Slope at 40 degrees incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021153,Estimated error in slope at 40 degrees incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021154,Soil moisture sensitivity,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021062,Backscatter,Dry backscatter,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,021088,Wet backscatter,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040003,Mean surface soil moisture,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040004,Rain fall detection,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040005,Soil moisture correction flag,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040006,Soil moisture processing flag,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040007,Soil moisture quality,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,020065,Snow cover,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040008,Frozen land surface fraction,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040009,Inundation and wetland fraction,,,,Operational,
12,Single level report sequences (satellite data),312060,(Scatterometer soil moisture data),,040010,Topographic complexity,,,,Operational,
12,Single level report sequences (satellite data),312061,(ASCAT level 1b and level 2 data),,312058,ASCAT level 1b data,,,,Operational,
12,Single level report sequences (satellite data),312061,(ASCAT level 1b and level 2 data),,312060,Scatterometer soil moisture data,,,,Operational,
12,Single level report sequences (satellite data),312061,(ASCAT level 1b and level 2 data),,312059,Scatterometer wind data,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,020065,Snow cover,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,008023,First-order statistics,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,020065,Snow cover,,,,Operational,
12,Single level report sequences (satellite data),312062,(Snow cover),,008023,First-order statistics,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,001144,Snapshot identifier,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,001124,Grid point identifier,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,030010,Number of grid points,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,007012,Grid point altitude,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,015012,Total electron count per square metre,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012165,Direct sun brightness temperature,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012166,Snapshot accuracy,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012167,Radiometric accuracy (pure polarization),,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012168,Radiometric accuracy (cross polarization),,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,027010,Footprint axis 1,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,028010,Footprint axis 2,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,002099,Polarization,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,013048,Water fraction,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,025081,Incidence angle,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,025082,Azimuth angle,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,025083,Faraday rotational angle,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,025084,Geometric rotational angle,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012080,Brightness temperature real part,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012081,Brightness temperature imaginary part,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,012082,Pixel radiometric accuracy,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,025174,SMOS information flag,,,,Operational,
12,Single level report sequences (satellite data),312070,(SMOS data),,033028,Snapshot overall quality,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,002139,SIRAL instrument configuration,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,001096,Station acquisition,Acquisition station name,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,001040,Processing centre ID code,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025061,Software identification and version number,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,005044,Satellite cycle number,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,008075,Ascending/descending orbit qualifier,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,008077,Radiometer sensed surface type,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004001,Year,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004002,Month,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004003,Day,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004004,Hour,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004005,Minute,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,004006,Second,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,005001,Latitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,006001,Longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010081,Altitude of COG above reference ellipsoid,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022156,Ku band significant wave height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022142,Square of significant wave height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,101020,Replicate 1 descriptor 20 times,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022149,20 Hz significant wave height squared,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022143,STD of 20 Hz SWH squared,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022144,Number of 20 Hz valid points for SWH squared,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021137,Ku band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,101020,Replicate 1 descriptor 20 times,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021181,20 Hz ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021138,STD Ku band corrected ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021180,Number of 20 Hz valid points for ocean backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021177,Corrected OCOG backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021178,STD of 20 Hz OCOG backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021179,Number of 20 Hz valid points for OCOG backscatter coefficient,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010079,Off nadir angle of the satellite from platform data,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010085,Mean sea-surface height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010086,Geoid's height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010087,Ocean depth/land elevation,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010089,Total geocentric ocean tide height (solution 2),,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010090,Long period tide height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010091,Tidal loading height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010092,Solid Earth tide height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,010093,Geocentric pole tide height,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,011097,Wind speed from altimeter,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021093,Ku band peakiness,Average of 20 Hz values,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,101020,Replicate 1 descriptor 20 times,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021182,20 Hz Ku band peakiness,20 values,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,033053,Ku band ocean retracking quality,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022151,Ku band ocean range,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022145,STD of 20 Hz ocean range,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022148,Number of 20 Hz valid points for ocean range,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022146,OCOG range,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,022147,STD of 20 Hz OCOG range,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025126,Model dry tropospheric correction,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025128,Model wet tropospheric correction,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025127,Inverted barometer correction,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,021176,High frequency variability correction,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025132,Ionospheric correction from model on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025133,Sea state bias correction on Ku band,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025182,L1 processing flag,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025183,L1 processing quality,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025180,LRM mode per cent,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025184,L2 product status,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,025181,L2 processing flag,,,,Operational,
12,Single level report sequences (satellite data),312071,(CryoSat-2 SIRAL altimeter),,033080,Scan level quality flags,L2 processing quality,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,001033,Identification of originating/generating centre,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,001034,Identification of originating/generating sub-centre,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,025060,Software identification,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,001007,Satellite identifier,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,002019,Satellite instruments,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,001012,Direction of motion of moving observing platform,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,301011,"Year, month, day",,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,301013,"Hour, minute, second",,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,301021,Latitude/longitude (high accuracy),,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,005033,Pixel size on horizontal,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,005040,Orbit number,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,201130,Change data width,Increase data width by 2 bits,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,005034,Along-track row number,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,006034,Cross-track cell number,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,201000,Change data width,Cancel,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,014058,Corrected cross-pole backscatter,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,033112,Faraday rotation angle (one way),,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,115005,Replicate 15 descriptors 5 times,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,008085,Beam identifier,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,003030,Antenna status,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,002104,Antenna polarization,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,003030,Antenna status,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,002104,Antenna polarization,,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,202129,Change scale,Increase scaling by 1,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,201131,Change data width,Increase data width by 3 bits,,,Operational,
12,Single level report sequences (satellite data),312072,(OSI SAF EPS-SG SCA soil moisture winds),,002111,Radar incidence angle,,,,Operational,
