Id,Category,CategoryOfSequences_es,FXY1,Title_es,,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
bufr4/3/02/066/12/020066,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020066,Diámetro máximo del granizo,,,,Operational
bufr4/3/02/066/13/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/066/14/020021,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020021,Tipo de precipitación,,,,Operational
bufr4/3/02/066/15/020067,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020067,Diámetro del depósito,,,,Operational
bufr4/3/02/066/16/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302066,(Fenómenos meteorológicos peligrosos),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/067/1/001023,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,001023,Número de secuencia de observación,,,,Operational
bufr4/3/02/067/2/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,= 0 minutos,,,Operational
bufr4/3/02/067/3/002177,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,002177,Método de medición del espesor de la nieve,Véase la columna de la izquierda,,,Operational
bufr4/3/02/067/4/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/067/5/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/6/020003,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020003,Tiempo presente,"960ww, 961ww",,,Operational
bufr4/3/02/067/7/103000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,103000,Repetición diferida de 3 descriptores,,,,Operational
bufr4/3/02/067/8/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/9/005021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,005021,Rumbo o azimut,981VV-988VV,,,Operational
bufr4/3/02/067/10/020001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020001,Visibilidad horizontal,VV,,,Operational
bufr4/3/02/067/11/005021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,005021,Rumbo o azimut,Fijar en faltante (anular),,,Operational
bufr4/3/02/067/12/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/067/13/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031000,Factor de repetición ligeramente diferida del,,,,Operational
bufr4/3/02/067/14/302056,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,302056,Temperatura del mar/agua,"Temperatura en la superficie del mar, método de medición y profundidad por debajo de la superficie del mar",,,Operational
bufr4/3/02/067/15/103000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,103000,Repetición diferida de 3 descriptores,,,,Operational
bufr4/3/02/067/16/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/067/17/033041,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,033041,Atributo del valor siguiente,,,,Operational
bufr4/3/02/067/18/020058,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020058,Visibilidad hacia el mar desde una estación costera,980VsVs,,,Operational
bufr4/3/02/067/19/022061,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,022061,Estado del mar,924SVss,,,Operational
bufr4/3/02/067/20/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/067/21/031000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031000,Factor de repetición ligeramente diferida del descriptor,,,,Operational
bufr4/3/02/067/22/302022,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,302022,Olas de viento,,,,Operational
bufr4/3/02/067/23/101000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,101000,Repetición diferida de 1 descriptor,,,,Operational
bufr4/3/02/067/24/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/25/302023,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,302023,Olas de mar de fondo,,,,Operational
bufr4/3/02/067/26/104000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,104000,Repetición diferida de 4 descriptores,,,,Operational
bufr4/3/02/067/27/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/28/020054,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,"Da, Dp",,,Operational
bufr4/3/02/067/29/020137,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020137,Evolución de las nubes,940Cn3,,,Operational
bufr4/3/02/067/30/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020012,Tipo de nubes,"941CDp, 943CLDp",,,Operational
bufr4/3/02/067/31/020090,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020090,Nubes especiales,993CsDa,,,Operational
bufr4/3/02/067/32/103000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,103000,Repetición diferida de 3 descriptores,,,,Operational
bufr4/3/02/067/33/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/34/020054,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,,,,Operational
bufr4/3/02/067/35/020137,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020137,Evolución de las nubes,,,,Operational
bufr4/3/02/067/36/020136,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020136,Tipo de nubes suplementario,"948C0Da, 949CaDa, 950Nmn3, 951Nvn4",,,Operational
bufr4/3/02/067/37/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,Período de referencia de la nieve recién caída,,,Operational
bufr4/3/02/067/38/013012,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,013012,Espesor de la nieve fresca,,,,Operational
bufr4/3/02/067/39/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,= -60 minutos,,,Operational
bufr4/3/02/067/40/011042,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011042,Velocidad máxima del viento (media de 10 minutos),912ff 902tt 912ff .. obligatorio ff≥18,,,Operational
bufr4/3/02/067/41/104000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,104000,Repetición diferida de 4 descriptores,,,,Operational
bufr4/3/02/067/42/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/43/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,"= 30 hora de ocurrencia, = 17 comienzo del fenómeno",,,Operational
bufr4/3/02/067/44/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,= -xx | 902tt,,,Operational
bufr4/3/02/067/45/011042,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011042,Velocidad máxima del viento (media de 10 minutos),912ff,,,Operational
bufr4/3/02/067/46/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,Fijar en faltante (anular),,,Operational
bufr4/3/02/067/47/115000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,115000,Repetición diferida de 15 descriptores,,,,Operational
bufr4/3/02/067/48/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/49/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,"= 30 hora de ocurrencia, = 17 comienzo del fenómeno",,,Operational
bufr4/3/02/067/50/004015,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004015,Incremento de tiempo,0,,,Operational
bufr4/3/02/067/51/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,= 2 promediada en el,,,Operational
bufr4/3/02/067/52/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,"= -10 minutos, o número de minutos después de un cambio significativo del viento",,,Operational
bufr4/3/02/067/53/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011001,Dirección del viento,915dd,,,Operational
bufr4/3/02/067/54/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011002,Velocidad del viento,913ff,,,Operational
bufr4/3/02/067/55/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,= 22 hora de la aparición de un salto de viento,,,Operational
bufr4/3/02/067/56/004015,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004015,Incremento de tiempo,#REF!,,,Operational
bufr4/3/02/067/57/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,= 2 promediada en el tiempo,,,Operational
bufr4/3/02/067/58/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,"= -10 minutos, o número de minutos después de un cambio significativo del viento",,,Operational
bufr4/3/02/067/59/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011001,Dirección del viento,915dd,,,Operational
bufr4/3/02/067/60/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,011002,Velocidad del viento,913ff,,,Operational
bufr4/3/02/067/61/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,008021,Significación temporal,Fijar en faltante (anular),,,Operational
bufr4/3/02/067/62/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,= 0 minutos,,,Operational
bufr4/3/02/067/63/004015,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004015,Incremento de tiempo,= +(xx1-xx2) | No negativo para reajustar el tiempo al tiempo efectivo,,,Operational
bufr4/3/02/067/64/103000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,103000,Repetición diferida de 3 descriptores,,,,Operational
bufr4/3/02/067/65/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/66/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/067/67/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/067/68/020003,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020003,Tiempo presente,"962ww, 963w1w1, 964ww, 965w1w1, 966ww, 967w1w1",,,Operational
bufr4/3/02/067/69/110000,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,110000,Repetición diferida de 10 descriptores,,,,Operational
bufr4/3/02/067/70/031001,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,031001,Factor de repetición diferida del descriptor,,,,Operational
bufr4/3/02/067/71/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/067/72/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/067/73/005021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,005021,Rumbo o azimut,Da’ Dp,,,Operational
bufr4/3/02/067/74/005021,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,005021,Rumbo o azimut,Da’ Dp,,,Operational
bufr4/3/02/067/75/020054,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020054,Dirección verdadera desde la cual se desplaza un fenómeno o nubes o en la cual se observan,Da’ Dp,,,Operational
bufr4/3/02/067/76/020024,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020024,Intensidad de los fenómenos,"= 1 ligero,",,,Operational
bufr4/3/02/067/77/020025,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020025,Oscurecimiento,,,,Operational
bufr4/3/02/067/78/020026,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020026,Carácter del oscurecimiento,,,,Operational
bufr4/3/02/067/79/020027,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020027,Ocurrencia de los fenómenos,,,,Operational
bufr4/3/02/067/80/020063,02,Secuencias meteorológicas comunes a los datos de superficie,302067,(Parámetros sinópticos adicionales),,020063,Fenómenos especiales,,,,Operational
bufr4/3/02/069/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302069,(Datos de visibilidad),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/069/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302069,(Datos de visibilidad),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/069/3/033041,02,Secuencias meteorológicas comunes a los datos de superficie,302069,(Datos de visibilidad),,033041,Atributo del valor siguiente,,,,Operational
bufr4/3/02/069/4/020001,02,Secuencias meteorológicas comunes a los datos de superficie,302069,(Datos de visibilidad),,020001,Visibilidad horizontal,,,,Operational
bufr4/3/02/070/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/070/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/070/3/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011001,Dirección del viento,,,,Operational
bufr4/3/02/070/4/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011002,Velocidad del viento,,,,Operational
bufr4/3/02/070/5/011043,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011043,Dirección de las ráfagas máximas del viento,,,,Operational
bufr4/3/02/070/6/011041,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011041,Velocidad de las ráfagas máximas del viento,,,,Operational
bufr4/3/02/070/7/011016,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011016,Dirección sinistrorsa extrema de un viento variable,,,,Operational
bufr4/3/02/070/8/011017,02,Secuencias meteorológicas comunes a los datos de superficie,302070,(Datos de viento),,011017,Dirección dextrorsa extrema de un viento variable,,,,Operational
bufr4/3/02/071/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/071/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/071/3/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,008021,Significación temporal,= 2 promediada en el tiempo,,,Operational
bufr4/3/02/071/4/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/071/5/011001,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011001,Dirección del viento,,,,Operational
bufr4/3/02/071/6/011002,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011002,Velocidad del viento,,,,Operational
bufr4/3/02/071/7/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,008021,Significación temporal,Fijar en faltante,,,Operational
bufr4/3/02/071/8/103002,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,103002,Repetir 3 descriptores 2 veces,,,,Operational
bufr4/3/02/071/9/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,004025,Período o desplazamiento de tiempo,"= –10 minutos en la primera repetición, = –60 minutos en la segunda repetición",,,Operational
bufr4/3/02/071/10/011043,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011043,Dirección de las ráfagas máximas del viento,,,,Operational
bufr4/3/02/071/11/011041,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011041,Velocidad de las ráfagas máximas del viento,,,,Operational
bufr4/3/02/071/12/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/071/13/011016,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011016,Dirección sinistrorsa extrema de un viento variable,,,,Operational
bufr4/3/02/071/14/011017,02,Secuencias meteorológicas comunes a los datos de superficie,302071,(Datos del viento en un período de una hora),,011017,Dirección dextrorsa extrema de un viento variable,,,,Operational
bufr4/3/02/072/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302072,(Datos de temperatura y humedad),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/072/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302072,(Datos de temperatura y humedad),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/072/3/012101,02,Secuencias meteorológicas comunes a los datos de superficie,302072,(Datos de temperatura y humedad),,012101,Temperatura/temperatura del aire,Escala: 2,,,Operational
bufr4/3/02/072/4/012103,02,Secuencias meteorológicas comunes a los datos de superficie,302072,(Datos de temperatura y humedad),,012103,Temperatura del punto de rocío,Escala: 2,,,Operational
bufr4/3/02/072/5/013003,02,Secuencias meteorológicas comunes a los datos de superficie,302072,(Datos de temperatura y humedad),,013003,Humedad relativa,,,,Operational
bufr4/3/02/073/1/020010,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,020010,Cubierta de nubes (total),,,,Operational
bufr4/3/02/073/2/105004,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,105004,Repetir 5 descriptores 4 veces,,,,Operational
bufr4/3/02/073/3/008002,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,008002,Significación vertical (observaciones en superficie),,,,Operational
bufr4/3/02/073/4/020011,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,020011,Nubosidad,,,,Operational
bufr4/3/02/073/5/020012,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,020012,Tipo de nubes,,,,Operational
bufr4/3/02/073/6/033041,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,033041,Atributo del valor siguiente,,,,Operational
bufr4/3/02/073/7/020013,02,Secuencias meteorológicas comunes a los datos de superficie,302073,(Datos de nubes),,020013,Altura de la base de las nubes,,,,Operational
bufr4/3/02/074/1/020003,02,Secuencias meteorológicas comunes a los datos de superficie,302074,(Tiempo presente y pasado),,020003,Tiempo presente,,,,Operational
bufr4/3/02/074/2/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302074,(Tiempo presente y pasado),,004025,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/074/3/020004,02,Secuencias meteorológicas comunes a los datos de superficie,302074,(Tiempo presente y pasado),,020004,Tiempo pasado (1),,,,Operational
bufr4/3/02/074/4/020005,02,Secuencias meteorológicas comunes a los datos de superficie,302074,(Tiempo presente y pasado),,020005,Tiempo pasado (2),,,,Operational
bufr4/3/02/075/1/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302075,"(Intensidad de la precipitación, tamaño del elemento de precipitación)",,008021,Significación temporal,= 2 promediada en el tiempo,,,Operational
bufr4/3/02/075/2/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302075,"(Intensidad de la precipitación, tamaño del elemento de precipitación)",,004025,Período o desplazamiento de tiempo,#NAME?,,,Operational
bufr4/3/02/075/3/013055,02,Secuencias meteorológicas comunes a los datos de superficie,302075,"(Intensidad de la precipitación, tamaño del elemento de precipitación)",,013055,Intensidad de la precipitación,,,,Operational
bufr4/3/02/075/4/013058,02,Secuencias meteorológicas comunes a los datos de superficie,302075,"(Intensidad de la precipitación, tamaño del elemento de precipitación)",,013058,Tamaño del elemento de precipitación,,,,Operational
bufr4/3/02/075/5/008021,02,Secuencias meteorológicas comunes a los datos de superficie,302075,"(Intensidad de la precipitación, tamaño del elemento de precipitación)",,008021,Significación temporal,Fijar en faltante,,,Operational
bufr4/3/02/076/1/020021,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020021,Tipo de precipitación,,,,Operational
bufr4/3/02/076/2/020022,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020022,Naturaleza de la precipitación,,,,Operational
bufr4/3/02/076/3/026020,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,026020,Duración de la precipitación,,,,Operational
bufr4/3/02/076/4/020023,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020023,Otros fenómenos meteorológicos,,,,Operational
bufr4/3/02/076/5/020024,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020024,Intensidad de los fenómenos,,,,Operational
bufr4/3/02/076/6/020025,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020025,Oscurecimiento,,,,Operational
bufr4/3/02/076/7/020026,02,Secuencias meteorológicas comunes a los datos de superficie,302076,"(Precipitación, oscurecimiento y otros fenómenos)",,020026,Carácter del oscurecimiento,,,,Operational
bufr4/3/02/077/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/077/2/007033,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,007033,Altura del sensor sobre la superficie del agua,,,,Operational
bufr4/3/02/077/3/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,004025,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/077/4/012111,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,012111,Temperatura máxima en altura y durante un período determinado,Escala: 2,,,Operational
bufr4/3/02/077/5/012112,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,012112,Temperatura mínima en altura y durante un período determinado,Escala: 2,,,Operational
bufr4/3/02/077/6/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),Temperatura del suelo,,,Operational
bufr4/3/02/077/7/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,004025,Período o desplazamiento de tiempo,,,,Operational
bufr4/3/02/077/8/012112,02,Secuencias meteorológicas comunes a los datos de superficie,302077,(Datos de temperatura extrema),,012112,Temperatura mínima en altura y durante un período determinado,Escala: 2 | Temperatura del suelo,,,Operational
bufr4/3/02/078/1/002176,02,Secuencias meteorológicas comunes a los datos de superficie,302078,(Medición del estado del suelo y del espesor de la nieve),,002176,Método de medición del estado del suelo,,,,Operational
bufr4/3/02/078/2/020062,02,Secuencias meteorológicas comunes a los datos de superficie,302078,(Medición del estado del suelo y del espesor de la nieve),,020062,Estado del suelo (con o sin nieve),,,,Operational
bufr4/3/02/078/3/002177,02,Secuencias meteorológicas comunes a los datos de superficie,302078,(Medición del estado del suelo y del espesor de la nieve),,002177,Método de medición del espesor de la nieve,,,,Operational
bufr4/3/02/078/4/013013,02,Secuencias meteorológicas comunes a los datos de superficie,302078,(Medición del estado del suelo y del espesor de la nieve),,013013,Espesor total de la nieve,,,,Operational
bufr4/3/02/079/1/007032,02,Secuencias meteorológicas comunes a los datos de superficie,302079,(Medición de la precipitación),,007032,Altura del sensor sobre el suelo local (o la cubierta de la plataforma marina),,,,Operational
bufr4/3/02/079/2/002175,02,Secuencias meteorológicas comunes a los datos de superficie,302079,(Medición de la precipitación),,002175,Método de medición de la precipitación,,,,Operational
bufr4/3/02/079/3/002178,02,Secuencias meteorológicas comunes a los datos de superficie,302079,(Medición de la precipitación),,002178,Método de medición del contenido líquido de la precipitación,,,,Operational
bufr4/3/02/079/4/004025,02,Secuencias meteorológicas comunes a los datos de superficie,302079,(Medición de la precipitación),,004025,Período o desplazamiento de tiempo,,,,Operational
