"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
3553.00,"10","Vertical sounding sequences (satellite data)","310020","(Retrieved ozone data)",,"310021","Integrated ozone density, height at layer",,,"Operational"
3554.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"108000","Delayed replication of 8 descriptors","Delayed replication of 8 next descriptors",,"Operational"
3555.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"031001","Delayed descriptor replication factor","Delayed descriptor replication factor",,"Operational"
3556.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"201131","Change data width","Change data width",,"Operational"
3557.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"202129","Change scale","Change scale",,"Operational"
3558.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"007004","Pressure","Pressure",,"Operational"
3559.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"007004","Pressure","Pressure",,"Operational"
3560.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"202000","Change scale","Change scale back to Table B",,"Operational"
3561.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"201000","Change data width","Change data width back to Table B",,"Operational"
3562.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"015020","Integrated ozone density","Integrated ozone density",,"Operational"
3563.00,"10","Vertical sounding sequences (satellite data)","310021","(Integrated ozone density, height at layer)",,"010002","Height","Height",,"Operational"
3564.00,"10","Vertical sounding sequences (satellite data)","310022","(Satellite identifier, instrument and product type)",,"001007","Satellite identifier","Satellite identifier",,"Operational"
3565.00,"10","Vertical sounding sequences (satellite data)","310022","(Satellite identifier, instrument and product type)",,"002019","Satellite instruments","Satellite instrument used",,"Operational"
3566.00,"10","Vertical sounding sequences (satellite data)","310022","(Satellite identifier, instrument and product type)",,"001033","Identification of originating/generating centre","Identification of originating/generating centre",,"Operational"
3567.00,"10","Vertical sounding sequences (satellite data)","310022","(Satellite identifier, instrument and product type)",,"002172","Product type for retrieved atmospheric gases","Product type for retrieved atmospheric gases",,"Operational"
3568.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"301072","Satellite identification","Satellite identification",,"Operational"
3569.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"030021","Number of pixels per row","Number of pixels per row",,"Operational"
3570.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"030022","Number of pixels per column","Number of pixels per column",,"Operational"
3571.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"008012","Land/sea qualifier","Land/sea qualifier",,"Operational"
3572.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"007024","Satellite zenith angle","Satellite zenith angle",,"Operational"
3573.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"007025","Solar zenith angle","Solar zenith angle",,"Operational"
3574.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"010002","Height","Height",,"Operational"
3575.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"101012","Replicate 1 descriptor 12 times","Replicate next descriptor 12 times",,"Operational"
3576.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"304032","Cloud fraction","Cloud fraction",,"Operational"
3577.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"105002","Replicate 5 descriptors 2 times","Replicate next 5 descriptors 2 times",,"Operational"
3578.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"002152","Satellite instrument used in data processing","Satellite instrument used in data processing",,"Operational"
3579.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"002024","Integrated mean humidity computational method","Integrated mean humidity computational method",,"Operational"
3580.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"007004","Pressure","Pressure",,"Operational"
3581.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"007004","Pressure","Pressure",,"Operational"
3582.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"013003","Relative humidity","Relative humidity",,"Operational"
3583.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"101012","Replicate 1 descriptor 12 times","Replicate next descriptor 12 times",,"Operational"
3584.00,"10","Vertical sounding sequences (satellite data)","310023","(Geostationary multi-channel satellite radiance data)",,"304033","Clear sky radiance","Radiance",,"Operational"
3585.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"301072","Satellite identification","Satellite identification",,"Operational"
3586.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"030021","Number of pixels per row","Number of pixels per row",,"Operational"
3587.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"030022","Number of pixels per column","Number of pixels per column",,"Operational"
3588.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"008012","Land/sea qualifier","Land/sea qualifier",,"Operational"
3589.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"007024","Satellite zenith angle","Satellite zenith angle",,"Operational"
3590.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"007025","Solar zenith angle","Solar zenith angle",,"Operational"
3591.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"010002","Height","Height",,"Operational"
3592.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"101003","Replicate 1 descriptor 3 times","Replicate next descriptor 3 times",,"Operational"
3593.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"304032","Cloud fraction","Cloud fraction",,"Operational"
3594.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"105002","Replicate 5 descriptors 2 times","Replicate next 5 descriptors 2 times",,"Operational"
3595.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"002152","Satellite instrument used in data processing","Satellite instrument used in data processing",,"Operational"
3596.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"002024","Integrated mean humidity computational method","Integrated mean humidity computational method",,"Operational"
3597.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"007004","Pressure","Pressure",,"Operational"
3598.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"007004","Pressure","Pressure",,"Operational"
3599.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"013003","Relative humidity","Relative humidity",,"Operational"
3600.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"101003","Replicate 1 descriptor 3 times","Replicate next descriptor 3 times",,"Operational"
3601.00,"10","Vertical sounding sequences (satellite data)","310024","(Geostationary three-channel satellite radiance data)",,"304033","Clear sky radiance","Radiance",,"Operational"
3602.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"001007","Satellite identifier","Satellite identification",,"Operational"
3603.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"008021","Time significance","Scan start",,"Operational"
3604.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004001","Year","Year",,"Operational"
3605.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004002","Month","Month",,"Operational"
3606.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004003","Day","Day",,"Operational"
3607.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004004","Hour","Hour",,"Operational"
3608.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004005","Minute","Minute",,"Operational"
3609.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201138","Change data width",,,"Operational"
3610.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202131","Change scale",,,"Operational"
3611.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004006","Second",,,"Operational"
3612.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202000","Change scale",,,"Operational"
3613.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201000","Change data width",,,"Operational"
3614.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201132","Change data width",,,"Operational"
3615.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005041","Scan line number","Scan number",,"Operational"
3616.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201000","Change data width",,,"Operational"
3617.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201129","Change data width",,,"Operational"
3618.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005043","Field of view number","Scene number",,"Operational"
3619.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201000","Change data width",,,"Operational"
3620.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005002","Latitude (coarse accuracy)","Latitude",,"Operational"
3621.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"006002","Longitude (coarse accuracy)","Longitude",,"Operational"
3622.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"013040","Surface flag","Surface flag",,"Operational"
3623.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"020029","Rain flag","Rain flag",,"Operational"
3624.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"104024","Replicate 4 descriptors 24 times","Repeat next 4 descriptors 24 times",,"Operational"
3625.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005042","Channel number","Channel number",,"Operational"
3626.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"012163","Brightness temperature","Temperature",,"Operational"
3627.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"021083","Warm target calibration","Warm target calibration",,"Operational"
3628.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"021084","Cold target calibration","Cold target calibration",,"Operational"
3629.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"115003","Replicate 15 descriptors 3 times","Replicate Ephemeris data (15 descriptors) 3 times",,"Operational"
3630.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004001","Year","Year",,"Operational"
3631.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004002","Month","Month",,"Operational"
3632.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004003","Day","Day",,"Operational"
3633.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201142","Change data width","Ephemeris milliseconds",,"Operational"
3634.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202131","Change scale",,,"Operational"
3635.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004026","Time period or displacement",,,"Operational"
3636.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202000","Change scale",,,"Operational"
3637.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201000","Change data width",,,"Operational"
3638.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005001","Latitude (high accuracy)","Latitude - Ephemeris",,"Operational"
3639.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"006001","Longitude (high accuracy)","Longitude - Ephemeris",,"Operational"
3640.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201138","Change data width",,,"Operational"
3641.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202129","Change scale",,,"Operational"
3642.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"007001","Height of station","Ephemeris height",,"Operational"
3643.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"202000","Change scale",,,"Operational"
3644.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"201000","Change data width",,,"Operational"
3645.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"008021","Time significance","Orbit start",,"Operational"
3646.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004001","Year","Year",,"Operational"
3647.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004002","Month","Month",,"Operational"
3648.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004003","Day","Day",,"Operational"
3649.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004004","Hour","Hour",,"Operational"
3650.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"004005","Minute","Minute",,"Operational"
3651.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005040","Orbit number","Orbit number",,"Operational"
3652.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"101003","Replicate 1 descriptor 3 times","Replicate 3 times",,"Operational"
3653.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"012070","Warm load temperature","Warm load temperature",,"Operational"
3654.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"025054","SSMIS subframe ID number","SSMIS subframe identification number",,"Operational"
3655.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"101004","Replicate 1 descriptor 4 times","Replicate 4 times",,"Operational"
3656.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"025055","Multiplexer housekeeping","Multiplexer housekeeping values",,"Operational"
3657.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"008007","Dimensional significance","Dimensional significance (line)",,"Operational"
3658.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"104028","Replicate 4 descriptors 28 times","Replicate next 4 descriptors 28 times",,"Operational"
3659.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005002","Latitude (coarse accuracy)","Latitude",,"Operational"
3660.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"006002","Longitude (coarse accuracy)","Longitude",,"Operational"
3661.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"002111","Radar incidence angle","Earth angle",,"Operational"
3662.00,"10","Vertical sounding sequences (satellite data)","310025","(SSMIS temperature data record)",,"005021","Bearing or azimuth","Azimuth",,"Operational"
3663.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"310022","Satellite identifier, instrument and product type","Satellite, instrument and product",,"Operational"
3664.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"025060","Software identification","Software identification",,"Operational"
3665.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008021","Time significance","Time significance (17 = Start of phenomenon)",,"Operational"
3666.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"301011","Year, month, day","Year, month, day",,"Operational"
3667.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"301012","Hour, minute","Hour, minute",,"Operational"
3668.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201138","Change data width","Change width to 16 bits",,"Operational"
3669.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202131","Change scale","Change scale to 3",,"Operational"
3670.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"004006","Second","Second",,"Operational"
3671.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202000","Change scale","Change scale back to Table B",,"Operational"
3672.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3673.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033039","Quality flags for radio occultation data","Quality flags for radio occultation data",,"Operational"
3674.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033007","Per cent confidence","Per cent confidence (for whole message)",,"Operational"
3675.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"304030","Location of platform","Location of platform",,"Operational"
3676.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"304031","Speed of platform","Speed of platform",,"Operational"
3677.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"002020","Satellite classification","Satellite classification",,"Operational"
3678.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"001050","Platform transmitter ID number","Platform transmitter identification number",,"Operational"
3679.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202127","Change scale","Change scale to 1",,"Operational"
3680.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"304030","Location of platform","Location of platform",,"Operational"
3681.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202000","Change scale","Change scale back to Table B",,"Operational"
3682.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"304031","Speed of platform","Speed of platform",,"Operational"
3683.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201133","Change data width","Change width to 18 bits",,"Operational"
3684.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202131","Change scale","Change scale to 3",,"Operational"
3685.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"004016","Time increment","Time increment",,"Operational"
3686.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"202000","Change scale","Change scale back to Table B",,"Operational"
3687.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3688.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
3689.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"304030","Location of platform","Location of point",,"Operational"
3690.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010035","Earth's local radius of curvature","Earth’s local radius of curvature",,"Operational"
3691.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
3692.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010036","Geoid undulation","Geoid undulation",,"Operational"
3693.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"113000","Delayed replication of 13 descriptors","Delayed replication of 13 descriptors",,"Operational"
3694.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"031002","Extended delayed descriptor replication factor","Replication factor (16 bits)",,"Operational"
3695.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
3696.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
3697.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"108000","Delayed replication of 8 descriptors","Delayed replication of 8 descriptors",,"Operational"
3698.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"031001","Delayed descriptor replication factor","Replication factor",,"Operational"
3699.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"002121","Mean frequency","Mean frequency",,"Operational"
3700.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"007040","Impact parameter","Impact parameter",,"Operational"
3701.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"015037","Bending angle","Bending angle",,"Operational"
3702.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (13 = Root-mean-square)",,"Operational"
3703.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201125","Change data width","Change width to 20 bits",,"Operational"
3704.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"015037","Bending angle","Bending angle",,"Operational"
3705.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3706.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (63 = Missing)",,"Operational"
3707.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033007","Per cent confidence","Per cent confidence (all data for current replication)",,"Operational"
3708.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"108000","Delayed replication of 8 descriptors","Delayed replication of 8 descriptors",,"Operational"
3709.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"031002","Extended delayed descriptor replication factor","Replication factor (16 bits)",,"Operational"
3710.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"007007","Height","Height",,"Operational"
3711.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"015036","Atmospheric refractivity","Atmospheric refractivity",,"Operational"
3712.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (13 = Root-mean-square)",,"Operational"
3713.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201123","Change data width","Change width to 14 bits",,"Operational"
3714.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"015036","Atmospheric refractivity","Atmospheric refractivity",,"Operational"
3715.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3716.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (63 = Missing)",,"Operational"
3717.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033007","Per cent confidence","Per cent confidence (all data for current height)",,"Operational"
3718.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"116000","Delayed replication of 16 descriptors","Delayed replication of 16 descriptors",,"Operational"
3719.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"031002","Extended delayed descriptor replication factor","Replication factor (16 bits)",,"Operational"
3720.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"007009","Geopotential height","Geopotential height",,"Operational"
3721.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010004","Pressure","Pressure",,"Operational"
3722.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"012001","Temperature/air temperature","Temperature",,"Operational"
3723.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"013001","Specific humidity","Specific humidity",,"Operational"
3724.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (13 = Root-mean-square)",,"Operational"
3725.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201120","Change data width","Change width to 6 bits",,"Operational"
3726.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010004","Pressure","Pressure",,"Operational"
3727.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3728.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201122","Change data width","Change width to 6 bits",,"Operational"
3729.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"012001","Temperature/air temperature","Temperature",,"Operational"
3730.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3731.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201123","Change data width","Change width to 9 bits",,"Operational"
3732.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"013001","Specific humidity","Specific humidity",,"Operational"
3733.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3734.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (63 = Missing)",,"Operational"
3735.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033007","Per cent confidence","Per cent confidence (all data for current height)",,"Operational"
3736.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008003","Vertical significance (satellite observations)","Vertical significance (0 = surface)",,"Operational"
3737.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"007009","Geopotential height","Geopotential height",,"Operational"
3738.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010004","Pressure","Pressure",,"Operational"
3739.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (13 = Root-mean-square)",,"Operational"
3740.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201120","Change data width","Change width to 6 bits",,"Operational"
3741.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"010004","Pressure","Pressure",,"Operational"
3742.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"201000","Change data width","Change width back to Table B",,"Operational"
3743.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"008023","First-order statistics","First-order statistics (63 = Missing)",,"Operational"
3744.00,"10","Vertical sounding sequences (satellite data)","310026","(Satellite radio occultation data)",,"033007","Per cent confidence","Per cent confidence (for surface data)",,"Operational"
3745.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"301071","Satellite identifier/Generating resolution","Product information",,"Deprecated"
3746.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"301011","Year, month, day","Date",,"Deprecated"
3747.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"301013","Hour, minute, second","Time",,"Deprecated"
3748.00,"10","Vertical sounding sequences (satellite data)","310027","(All sky radiance product main sequence)",,"301021","Latitude/longitude (high accuracy)","Latitude / longitude",,"Deprecated"
