"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
2106.00,"07","Surface report sequences (land)","D07071","(Monthly values of a land station)","Numbers of days of occurrence","B08022","Total number (with respect to accumulation or average)","Total number (of days)",,"Operational"
2107.00,"07","Surface report sequences (land)","D07071","(Monthly values of a land station)","Occurrence of extreme precipitation","B08053","Day of occurrence qualifier","Day of occurrence qualifier = 0 (on 1 day only); = 1 (on 2 or more days)",,"Operational"
2108.00,"07","Surface report sequences (land)","D07071","(Monthly values of a land station)","Occurrence of extreme precipitation","B04003","Day","Day",,"Operational"
2109.00,"07","Surface report sequences (land)","D07071","(Monthly values of a land station)","Occurrence of extreme precipitation","B13052","Highest daily amount of precipitation","Highest daily amount of precipitation",,"Operational"
2110.00,"07","Surface report sequences (land)","D07071","(Monthly values of a land station)","Occurrence of extreme precipitation","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (set to missing to cancel the previous value)",,"Operational"
2111.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04001","Year","Year (of beginning of the reference period)",,"Operational"
2112.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04001","Year","Year (of ending of the reference period)",,"Operational"
2113.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04002","Month","Month",,"Operational"
2114.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04003","Day","Day (= 1)","(see Note 1)","Operational"
2115.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04004","Hour","Hour (= 0)","(see Note 1)","Operational"
2116.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04074","Short time period or displacement","Short time displacement (= UTC - LST)","(see Note 1)","Operational"
2117.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)",,"B04022","Time period or displacement","Time period (= 1)",,"Operational"
2118.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B08023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
2119.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B10004","Pressure","Pressure",,"Operational"
2120.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B10051","Pressure reduced to mean sea level","Pressure reduced to mean sea level",,"Operational"
2121.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B07004","Pressure","Pressure (standard level)",,"Operational"
2122.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B10009","Geopotential height","Geopotential height of the standard level",,"Operational"
2123.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground","(see Note 3)","Operational"
2124.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B12101","Temperature/air temperature","Temperature/air temperature",,"Operational"
2125.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B02051","Indicator to specify observing method for extreme temperatures","Indicator to specify observing method for extreme temperatures = 2",,"Operational"
2126.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B04051","Principal time of daily reading of maximum temperature","Principal time of daily reading of maximum temperature",,"Operational"
2127.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B12118","Maximum temperature at height specified, past 24 hours","Maximum temperature at height specified, past 24 hours",,"Operational"
2128.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B04052","Principal time of daily reading of minimum temperature","Principal time of daily reading of minimum temperature",,"Operational"
2129.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B12119","Minimum temperature at height specified, past 24 hours","Minimum temperature at height specified, past 24 hours",,"Operational"
2130.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B13004","Vapour pressure","Vapour pressure",,"Operational"
2131.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B12151","Standard deviation of daily mean temperature","Standard deviation of daily mean temperature",,"Operational"
2132.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of monthly mean pressure, temperature, vapour pressure and of standard deviation","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (set to missing to cancel the previous value)",,"Operational"
2133.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normal of sunshine duration","B14032","Total sunshine","Total sunshine",,"Operational"
2134.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normal of sunshine duration","B08023","First-order statistics","First-order statistics (= 63; missing value)",,"Operational"
2135.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04001","Year","Year (of beginning of the reference period)",,"Operational"
2136.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04001","Year","Year (of ending of the reference period)",,"Operational"
2137.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04002","Month","Month",,"Operational"
2138.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04003","Day","Day (= 1)","(see Note 2)","Operational"
2139.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04004","Hour","Hour (= 6)","(see Note 2)","Operational"
2140.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04022","Time period or displacement","Time period (= 1)",,"Operational"
2141.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground","(see Note 3)","Operational"
2142.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B08023","First-order statistics","First-order statistics (= 4; mean value)",,"Operational"
2143.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B13060","Total accumulated precipitation","Total accumulated precipitation",,"Operational"
2144.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B04053","Number of days with precipitation equal to or more than 1 mm","Number of days with precipitation equal to or more than 1 mm",,"Operational"
2145.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B08023","First-order statistics","First-order statistics (= 63; missing value)",,"Operational"
2146.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","R02008","Replicate 2 descriptors 8 times","Replicate 2 descriptors 8 times",,"Operational"
2147.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B08050","Qualifier for number of missing values in calculation of statistic","Qualifier for number of missing values in calculation of statistic   = 1 (pressure)   = 2 (temperature)   = 3 (extreme temperatures)   = 4 (vapour pressure)   = 5 (precipitation)   = 6 (sunshine duration)   = 7 (maximum temperature)  = 8 (minimum temperature)","(see Note 4)","Operational"
2148.00,"07","Surface report sequences (land)","D07072","(Monthly normals for a land station)","Normals of precipitation","B08020","Total number of missing entities (with respect to accumulation or average)","Total number of missing entities (years)","(see Note 4)","Operational"
2149.00,"07","Surface report sequences (land)","D07073","(Representation of CLIMAT data of the actual month and for monthly normals)",,"D07071","Monthly values of a land station","Monthly values of a land station",,"Operational"
2150.00,"07","Surface report sequences (land)","D07073","(Representation of CLIMAT data of the actual month and for monthly normals)",,"D07072","Monthly normals for a land station","Monthly normals for a land station",,"Operational"
2182.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D01090","Surface station identification; time, horizontal and vertical coordinates","Fixed surface station identification, time, horizontal and vertical coordinates",,"Operational"
2183.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02031","Pressure information","Pressure data",,"Operational"
2184.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02035","Basic synoptic ""instantaneous"" data","Basic synoptic ""instantaneous"" data",,"Operational"
2185.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
2186.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02047","Direction of cloud drift","Direction of cloud drift",,"Operational"
2187.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"B08002","Vertical significance (surface observations)","Vertical significance",,"Operational"
2188.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02048","Direction and elevation of cloud","Direction and elevation of cloud",,"Operational"
2189.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02037","State of ground, snow depth, ground minimum temperature","State of ground, snow depth, ground minimum temperature",,"Operational"
2190.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02043","Basic synoptic ""period"" data","Basic synoptic ""period"" data",,"Operational"
2191.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02044","Evaporation data","Evaporation data",,"Operational"
2192.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"R01002","Replicate 1 descriptor 2 times","Replicate next descriptor 2 times",,"Operational"
2193.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02045","Radiation data (from 1 hour and 24-hour period)","Radiation data (from 1 hour and/or 24 hour period)",,"Operational"
2194.00,"07","Surface report sequences (land)","D07080","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data)",,"D02046","Temperature change","Temperature change",,"Operational"
2195.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D01090","Surface station identification; time, horizontal and vertical coordinates","Fixed surface station identification, time, horizontal and vertical coordinates",,"Operational"
2196.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02031","Pressure information","Pressure data",,"Operational"
2197.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02035","Basic synoptic ""instantaneous"" data","Basic synoptic ""instantaneous"" data",,"Operational"
2198.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
2199.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02047","Direction of cloud drift","Direction of cloud drift",,"Operational"
2200.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B08002","Vertical significance (surface observations)","Vertical significance (= missing to cancel the previous value)",,"Operational"
2201.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02048","Direction and elevation of cloud","Direction and elevation of cloud",,"Operational"
2202.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02037","State of ground, snow depth, ground minimum temperature","State of ground, snow depth, ground minimum temperature",,"Operational"
2203.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B12122","Ground minimum temperature of the preceding night","Ground minimum temperature of the preceding night",,"Operational"
2204.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B13056","Character and intensity of precipitation","Character and intensity of precipitation",,"Operational"
2205.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B13057","Time of beginning or end of precipitation","Time of beginning or end of precipitation",,"Operational"
2206.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20101","Locust (acridian) name","Locust (acridian) name",,"Operational"
2207.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20102","Locust (maturity) colour","Locust (maturity) colour",,"Operational"
2208.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20103","Stage of development of locusts","Stage of development of locusts",,"Operational"
2209.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20104","Organization state of swarm or band of locusts","Organization state of swarm or band of locusts",,"Operational"
2210.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20105","Size of swarm or band of locusts and duration of passage of swarm","Size of swarm or band of locusts and duration of passage of swarm",,"Operational"
2211.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20106","Locust population density","Locust population density",,"Operational"
2212.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20107","Direction of movements of locust swarm","Direction of movements of locust swarm",,"Operational"
2213.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"B20108","Extent of vegetation","Extent of vegetation",,"Operational"
2214.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02043","Basic synoptic ""period"" data","Basic synoptic ""period"" data",,"Operational"
2215.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02044","Evaporation data","Evaporation data",,"Operational"
2216.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"R01002","Replicate 1 descriptor 2 times","Replicate next descriptor 2 times",,"Operational"
2217.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02045","Radiation data (from 1 hour and 24-hour period)","Radiation data (from 1 hour and/or 24 hour period)",,"Operational"
2218.00,"07","Surface report sequences (land)","D07081","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I)",,"D02046","Temperature change","Temperature change",,"Operational"
2219.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D01090","Surface station identification; time, horizontal and vertical coordinates","Fixed surface station identification, time, horizontal and vertical coordinates",,"Operational"
2220.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02031","Pressure information","Pressure data",,"Operational"
2221.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02035","Basic synoptic ""instantaneous"" data","Basic synoptic ""instantaneous"" data",,"Operational"
2222.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
2223.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02047","Direction of cloud drift","Direction of cloud drift",,"Operational"
2224.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"B08002","Vertical significance (surface observations)","Vertical significance (= missing to cancel the previous value)",,"Operational"
2225.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02048","Direction and elevation of cloud","Direction and elevation of cloud",,"Operational"
2226.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02037","State of ground, snow depth, ground minimum temperature","State of ground, snow depth, ground minimum temperature",,"Operational"
2227.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"B12121","Ground minimum temperature","Ground minimum temperature (at the time of observation)",,"Operational"
2228.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"B12122","Ground minimum temperature of the preceding night","Ground minimum temperature of the preceding night",,"Operational"
2229.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02043","Basic synoptic ""period"" data","Basic synoptic ""period"" data",,"Operational"
2230.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02044","Evaporation data","Evaporation data",,"Operational"
2231.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"R01002","Replicate 1 descriptor 2 times","Replicate next descriptor 2 times",,"Operational"
2232.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02045","Radiation data (from 1 hour and 24-hour period)","Radiation data (from 1 hour and/or 24 hour period)",,"Operational"
2233.00,"07","Surface report sequences (land)","D07082","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II)",,"D02046","Temperature change","Temperature change",,"Operational"
2234.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D01090","Surface station identification; time, horizontal and vertical coordinates","Fixed surface station identification, time, horizontal and vertical coordinates",,"Operational"
2235.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02031","Pressure information","Pressure data",,"Operational"
2236.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02035","Basic synoptic ""instantaneous"" data","Basic synoptic ""instantaneous"" data",,"Operational"
2237.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
2238.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02047","Direction of cloud drift","Direction of cloud drift",,"Operational"
2239.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"B08002","Vertical significance (surface observations)","Vertical significance (= missing to cancel the previous value)",,"Operational"
2240.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02048","Direction and elevation of cloud","Direction and elevation of cloud",,"Operational"
2241.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02037","State of ground, snow depth, ground minimum temperature","State of ground, snow depth, ground minimum temperature",,"Operational"
2242.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"B12122","Ground minimum temperature of the preceding night","Ground minimum temperature of the preceding night",,"Operational"
2243.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02043","Basic synoptic ""period"" data","Basic synoptic ""period"" data",,"Operational"
2244.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02044","Evaporation data","Evaporation data",,"Operational"
2245.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"R01002","Replicate 1 descriptor 2 times","Replicate next descriptor 2 times",,"Operational"
2246.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02045","Radiation data (from 1 hour and 24-hour period)","Radiation data (from 1 hour and/or 24 hour period)",,"Operational"
2247.00,"07","Surface report sequences (land)","D07083","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III)",,"D02046","Temperature change","Temperature change",,"Operational"
2266.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D01090","Surface station identification; time, horizontal and vertical coordinates","Fixed surface station identification, time, horizontal and vertical coordinates",,"Operational"
2267.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02031","Pressure information","Pressure data",,"Operational"
2268.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02035","Basic synoptic ""instantaneous"" data","Basic synoptic ""instantaneous"" data",,"Operational"
2269.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02036","Clouds with bases below station level","Clouds with bases below station level",,"Operational"
2270.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"B08002","Vertical significance (surface observations)","Vertical significance (= missing to cancel the previous value)",,"Operational"
2271.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02037","State of ground, snow depth, ground minimum temperature","State of ground, snow depth, ground minimum temperature",,"Operational"
2272.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02066","Dangerous weather phenomena","Dangerous weather phenomena",,"Operational"
2273.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02043","Basic synoptic ""period"" data","Basic synoptic ""period"" data",,"Operational"
2274.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02044","Evaporation data","Evaporation data",,"Operational"
2275.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"R01002","Replicate 1 descriptor 2 times","Replicate next descriptor 2 times",,"Operational"
2276.00,"07","Surface report sequences (land)","D07086","(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA VI)",,"D02045","Radiation data (from 1 hour and 24-hour period)","Radiation data (from 1 hour and/or 24 hour period)",,"Operational"
2298.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","D01001","WMO block and station numbers","WMO block number, WMO station number     IIiii",,"Operational"
2299.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","B02001","Type of station","Type of station     ix",,"Operational"
2300.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","D01011","Year, month, day","Year, month, day     YY",,"Operational"
2301.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","D01012","Hour, minute","Hour, minute     GG, gg",,"Operational"
2302.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","D01023","Latitude/longitude (coarse accuracy)","Latitude, longitude (course accuracy)",,"Operational"
2303.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","B07030","Height of station ground above mean sea level","Height of station ground above msl",,"Operational"
2304.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Surface station identification, time, horizontal and vertical coordinates","B07031","Height of barometer above mean sea level","Height of barometer above msl",,"Operational"
2305.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Pressure data","D02001","Pressure and 3-hour pressure change","Pressure PoPoPoPo, Pressure reduced to mean sea level PPPP, 3-hour pressure change ppp, Characteristic of pressure tendency a",,"Operational"
2306.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Pressure data","B10062","24-hour pressure change","24-hour pressure change     p24p24p24",,"Operational"
2307.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Pressure data","B07004","Pressure","Pressure (standard level) a3 = 925, 850, 700, ..hPa, = missing for lowland stations",,"Operational"
2308.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Pressure data","B10009","Geopotential height","Geopotential height of the standard level hhh = missing for lowland stations",,"Operational"
2309.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Temperature and humidity","B07032","Height of sensor above local ground (or deck of marine platform)","Height of sensor above local ground (for temperature measurement)",,"Operational"
2310.00,"07","Surface report sequences (land)","D07087","(""Instantaneous"" parameters of sequence D 07 089)","Temperature and humidity","B12101","Temperature/air temperature","Temperature/air temperature (sc. 2)     snTTT",,"Operational"
